score,label,%Positive Sentiment,%Negative Sentiment,%Neutral Sentiment
7.7,1,0.031746031746031744,0.01098901098901099,0.9572649572649573
7.6,1,0.01775147928994083,0.005917159763313609,0.9763313609467456
7.1,1,0.010638297872340425,0.013297872340425532,0.976063829787234
6.7,0,0.02107728337236534,0.01405152224824356,0.9648711943793911
7.2,1,0.023529411764705882,0.009411764705882352,0.9670588235294117
5.0,0,0.02620967741935484,0.012096774193548387,0.9616935483870968
8.0,1,0.01991150442477876,0.004424778761061947,0.9756637168141593
6.4,0,0.022900763358778626,0.002544529262086514,0.9745547073791349
7.7,1,0.025396825396825397,0.006349206349206349,0.9682539682539683
6.4,0,0.02197802197802198,0.02197802197802198,0.9560439560439561
7.1,1,0.011278195488721804,0.011278195488721804,0.9774436090225563
5.9,0,0.039337474120082816,0.006211180124223602,0.9544513457556936
6.5,0,0.01048951048951049,0.0034965034965034965,0.986013986013986
6.7,0,0.020689655172413793,0.0,0.9793103448275862
7.5,1,0.019230769230769232,0.007692307692307693,0.9730769230769231
4.5,0,0.03282828282828283,0.017676767676767676,0.9494949494949495
9.3,1,0.014795474325500435,0.006962576153176675,0.9782419495213229
7.0,1,0.020080321285140562,0.01606425702811245,0.963855421686747
7.1,1,0.018867924528301886,0.007547169811320755,0.9735849056603774
6.7,0,0.015517241379310345,0.006896551724137931,0.9775862068965517
8.8,1,0.01589242053789731,0.003667481662591687,0.980440097799511
6.6,0,0.014450867052023121,0.002890173410404624,0.9826589595375722
7.4,1,0.015432098765432098,0.0030864197530864196,0.9814814814814815
8.0,1,0.02774108322324967,0.011889035667107,0.9603698811096433
4.8,0,0.021341463414634148,0.012195121951219513,0.9664634146341463
7.0,1,0.026442307692307692,0.004807692307692308,0.96875
8.4,1,0.011782032400589101,0.0014727540500736377,0.9867452135493373
6.8,0,0.024193548387096774,0.005376344086021506,0.9704301075268817
9.5,1,0.015045135406218655,0.007021063189568706,0.9779338014042126
7.8,1,0.019498607242339833,0.008356545961002786,0.9721448467966574
8.0,1,0.03626943005181347,0.010362694300518135,0.9533678756476683
7.5,1,0.014044943820224719,0.011235955056179775,0.9747191011235955
6.7,0,0.02195121951219512,0.00975609756097561,0.9682926829268292
8.3,1,0.025029797377830752,0.00834326579261025,0.966626936829559
7.0,1,0.020356234096692113,0.010178117048346057,0.9694656488549618
7.8,1,0.010615711252653927,0.004246284501061571,0.9851380042462845
6.9,0,0.0210727969348659,0.009578544061302681,0.9693486590038314
6.8,0,0.021352313167259787,0.0035587188612099642,0.9750889679715302
7.4,1,0.008522727272727272,0.014204545454545454,0.9772727272727273
6.3,0,0.029850746268656716,0.008955223880597015,0.9611940298507463
7.2,1,0.04735376044568245,0.008356545961002786,0.9442896935933147
6.4,0,0.0621301775147929,0.01775147928994083,0.9201183431952663
7.8,1,0.01699029126213592,0.014563106796116505,0.9684466019417476
6.6,0,0.029850746268656716,0.0037313432835820895,0.9664179104477612
7.0,1,0.037037037037037035,0.012345679012345678,0.9506172839506173
6.8,0,0.00946372239747634,0.0031545741324921135,0.9873817034700315
5.2,0,0.03571428571428571,0.021825396825396824,0.9424603174603174
6.9,0,0.038461538461538464,0.007692307692307693,0.9538461538461539
8.5,1,0.02198581560283688,0.01702127659574468,0.9609929078014184
8.7,1,0.011780104712041885,0.0013089005235602095,0.9869109947643979
6.9,0,0.04950495049504951,0.009900990099009901,0.9405940594059405
7.7,1,0.017045454545454544,0.005681818181818182,0.9772727272727273
7.5,1,0.014619883040935672,0.0029239766081871343,0.9824561403508771
8.4,1,0.03305785123966942,0.006198347107438017,0.9607438016528925
6.2,0,0.03461538461538462,0.0019230769230769232,0.9634615384615385
7.4,1,0.011811023622047244,0.011811023622047244,0.9763779527559056
7.0,1,0.028938906752411574,0.0,0.9710610932475884
6.9,0,0.02258064516129032,0.0,0.9774193548387097
7.2,1,0.01282051282051282,0.00641025641025641,0.9807692307692307
7.2,1,0.012594458438287154,0.005037783375314861,0.982367758186398
8.0,1,0.02088167053364269,0.009280742459396751,0.9698375870069605
6.7,0,0.019305019305019305,0.003861003861003861,0.9768339768339769
6.2,0,0.023746701846965697,0.010554089709762533,0.9656992084432717
6.5,0,0.014285714285714285,0.0,0.9857142857142858
7.2,1,0.016666666666666666,0.001851851851851852,0.9814814814814815
5.2,0,0.02823529411764706,0.01411764705882353,0.9576470588235294
8.2,1,0.014830508474576272,0.006355932203389831,0.9788135593220338
6.5,0,0.03414634146341464,0.02195121951219512,0.9439024390243902
6.5,0,0.03289473684210526,0.006578947368421052,0.9605263157894737
8.5,1,0.037037037037037035,0.007936507936507936,0.955026455026455
6.8,0,0.012875536480686695,0.012875536480686695,0.9742489270386266
8.1,1,0.01818181818181818,0.010101010101010102,0.9717171717171718
7.2,1,0.013966480446927373,0.002793296089385475,0.9832402234636871
7.4,1,0.016483516483516484,0.01098901098901099,0.9725274725274725
9.5,1,0.020510483135824976,0.008204193254329991,0.971285323609845
8.0,1,0.0022271714922048997,0.004454342984409799,0.9933184855233853
7.8,1,0.010178117048346057,0.002544529262086514,0.9872773536895675
7.5,1,0.010416666666666666,0.010416666666666666,0.9791666666666666
7.3,1,0.01910828025477707,0.0,0.9808917197452229
6.9,0,0.02481389578163772,0.004962779156327543,0.9702233250620348
7.9,1,0.016129032258064516,0.006048387096774193,0.9778225806451613
8.0,1,0.01764705882352941,0.008823529411764706,0.9735294117647059
7.5,1,0.007075471698113208,0.0023584905660377358,0.9905660377358491
6.5,0,0.025466893039049237,0.008488964346349746,0.966044142614601
8.0,1,0.01876675603217158,0.010723860589812333,0.9705093833780161
8.0,1,0.018211920529801324,0.006622516556291391,0.9751655629139073
7.3,1,0.01762114537444934,0.0,0.9823788546255506
8.2,1,0.010494752623688156,0.014992503748125937,0.974512743628186
7.4,1,0.03757225433526012,0.002890173410404624,0.9595375722543352
6.6,0,0.004819277108433735,0.0,0.9951807228915662
8.0,1,0.014598540145985401,0.0072992700729927005,0.9781021897810219
7.8,1,0.018461538461538463,0.0,0.9815384615384616
9.5,1,0.02866779089376054,0.010961214165261383,0.9603709949409781
7.8,1,0.03424657534246575,0.0045662100456621,0.9611872146118722
7.7,1,0.02022058823529412,0.003676470588235294,0.9761029411764706
7.4,1,0.020080321285140562,0.004016064257028112,0.9759036144578314
6.5,0,0.01948051948051948,0.00974025974025974,0.9707792207792207
6.7,0,0.0196078431372549,0.02287581699346405,0.9575163398692811
7.5,1,0.007434944237918215,0.007434944237918215,0.9851301115241635
6.4,0,0.01078167115902965,0.008086253369272238,0.9811320754716981
6.5,0,0.022935779816513763,0.009174311926605505,0.9678899082568807
9.0,1,0.022754491017964073,0.00718562874251497,0.9700598802395209
7.4,1,0.02962962962962963,0.012345679012345678,0.9580246913580247
6.3,0,0.011661807580174927,0.0029154518950437317,0.9854227405247813
6.4,0,0.04225352112676056,0.0028169014084507044,0.9549295774647887
8.5,1,0.016842105263157894,0.010526315789473684,0.9726315789473684
8.2,1,0.02,0.024444444444444446,0.9555555555555556
7.7,1,0.0273972602739726,0.005870841487279843,0.9667318982387475
6.8,0,0.020242914979757085,0.0,0.979757085020243
7.0,1,0.03294117647058824,0.009411764705882352,0.9576470588235294
7.8,1,0.02671118530884808,0.001669449081803005,0.9716193656093489
5.4,0,0.030959752321981424,0.0030959752321981426,0.9659442724458205
7.9,1,0.015527950310559006,0.006211180124223602,0.9782608695652174
8.6,1,0.023613963039014373,0.002053388090349076,0.9743326488706365
6.8,0,0.014742014742014743,0.007371007371007371,0.9778869778869779
7.4,1,0.0029239766081871343,0.011695906432748537,0.9853801169590644
7.9,1,0.01805869074492099,0.01805869074492099,0.963882618510158
8.0,1,0.029411764705882353,0.0032679738562091504,0.9673202614379085
9.5,1,0.013888888888888888,0.004629629629629629,0.9814814814814815
6.0,0,0.016483516483516484,0.016483516483516484,0.967032967032967
6.8,0,0.015,0.0125,0.9725
7.5,1,0.01488833746898263,0.0024813895781637717,0.9826302729528535
6.6,0,0.022151898734177215,0.0031645569620253164,0.9746835443037974
7.2,1,0.03359173126614987,0.002583979328165375,0.9638242894056848
6.0,0,0.04819277108433735,0.008032128514056224,0.9437751004016064
8.5,1,0.040453074433656956,0.0048543689320388345,0.9546925566343042
6.8,0,0.011560693641618497,0.005780346820809248,0.9826589595375722
6.5,0,0.03064066852367688,0.002785515320334262,0.9665738161559888
7.2,1,0.020761245674740483,0.006920415224913495,0.972318339100346
7.8,1,0.03201970443349754,0.017241379310344827,0.9507389162561576
7.2,1,0.023391812865497075,0.011695906432748537,0.9649122807017544
3.5,0,0.024291497975708502,0.010121457489878543,0.9655870445344129
7.8,1,0.008746355685131196,0.0058309037900874635,0.9854227405247813
6.3,0,0.02534562211981567,0.0069124423963133645,0.967741935483871
8.0,1,0.014326647564469915,0.0,0.9856733524355301
5.9,0,0.017660044150110375,0.002207505518763797,0.9801324503311258
6.0,0,0.01937046004842615,0.012106537530266344,0.9685230024213075
8.0,1,0.010615711252653927,0.008492569002123142,0.9808917197452229
7.2,1,0.03383458646616541,0.0,0.9661654135338346
6.8,0,0.04,0.006666666666666667,0.9533333333333334
7.9,1,0.014534883720930232,0.0029069767441860465,0.9825581395348837
7.1,1,0.027722772277227723,0.007920792079207921,0.9643564356435643
6.5,0,0.011494252873563218,0.0028735632183908046,0.985632183908046
7.6,1,0.014285714285714285,0.007142857142857143,0.9785714285714285
8.6,1,0.035398230088495575,0.00983284169124877,0.9547689282202556
7.6,1,0.013651877133105802,0.0034129692832764505,0.9829351535836177
7.3,1,0.033444816053511704,0.016722408026755852,0.9498327759197325
7.2,1,0.023668639053254437,0.008875739644970414,0.9674556213017751
6.0,0,0.017857142857142856,0.007653061224489796,0.9744897959183674
7.9,1,0.023088023088023088,0.005772005772005772,0.9711399711399712
7.3,1,0.028132992327365727,0.010230179028132993,0.9616368286445013
6.5,0,0.016483516483516484,0.008241758241758242,0.9752747252747253
7.4,1,0.008928571428571428,0.0,0.9910714285714286
6.6,0,0.010416666666666666,0.01875,0.9708333333333333
7.7,1,0.020833333333333332,0.003472222222222222,0.9756944444444444
9.0,1,0.031096563011456628,0.0016366612111292963,0.967266775777414
6.8,0,0.023622047244094488,0.0,0.9763779527559056
6.9,0,0.01910828025477707,0.010615711252653927,0.970276008492569
7.5,1,0.02824858757062147,0.0018832391713747645,0.9698681732580038
7.9,1,0.024774774774774775,0.01126126126126126,0.963963963963964
6.9,0,0.007751937984496124,0.007751937984496124,0.9844961240310077
10.0,1,0.03127641589180051,0.0084530853761623,0.9602704987320372
7.1,1,0.024390243902439025,0.024390243902439025,0.9512195121951219
7.0,1,0.013254786450662739,0.010309278350515464,0.9764359351988218
7.6,1,0.012121212121212121,0.0030303030303030303,0.9848484848484849
8.0,1,0.0347985347985348,0.01282051282051282,0.9523809523809523
7.8,1,0.0392156862745098,0.008403361344537815,0.9523809523809523
6.9,0,0.02459016393442623,0.00819672131147541,0.9672131147540983
8.2,1,0.018561484918793503,0.009280742459396751,0.9721577726218097
7.6,1,0.00881057268722467,0.013215859030837005,0.9779735682819384
10.0,1,0.01639344262295082,0.004918032786885246,0.978688524590164
6.0,0,0.01881720430107527,0.01881720430107527,0.9623655913978495
8.0,1,0.014754098360655738,0.001639344262295082,0.9836065573770492
8.1,1,0.011627906976744186,0.0069767441860465115,0.9813953488372092
7.6,1,0.0079155672823219,0.002638522427440633,0.9894459102902374
7.8,1,0.034482758620689655,0.009074410163339383,0.956442831215971
7.6,1,0.039711191335740074,0.0036101083032490976,0.9566787003610109
6.8,0,0.009009009009009009,0.018018018018018018,0.972972972972973
6.4,0,0.054945054945054944,0.0,0.945054945054945
6.2,0,0.01662049861495845,0.00554016620498615,0.9778393351800554
6.5,0,0.019455252918287938,0.0,0.980544747081712
7.0,1,0.05200945626477541,0.01182033096926714,0.9361702127659575
7.5,1,0.006696428571428571,0.006696428571428571,0.9866071428571429
7.7,1,0.023035230352303523,0.005420054200542005,0.9715447154471545
6.7,0,0.013232514177693762,0.011342155009451797,0.9754253308128544
7.4,1,0.008695652173913044,0.002173913043478261,0.9891304347826086
7.1,1,0.017361111111111112,0.006944444444444444,0.9756944444444444
6.9,0,0.03389830508474576,0.00847457627118644,0.9576271186440678
8.2,1,0.009549795361527967,0.01227830832196453,0.9781718963165075
7.5,1,0.020942408376963352,0.0,0.9790575916230366
8.1,1,0.02147239263803681,0.0,0.9785276073619632
8.5,1,0.03036876355748373,0.010845986984815618,0.9587852494577006
6.8,0,0.030136986301369864,0.0136986301369863,0.9561643835616438
7.4,1,0.010238907849829351,0.0034129692832764505,0.9863481228668942
6.6,0,0.013368983957219251,0.0053475935828877,0.9812834224598931
7.0,1,0.02072538860103627,0.0025906735751295338,0.9766839378238342
6.4,0,0.028704422032583398,0.009309542280837859,0.9619860356865787
7.3,1,0.03058103975535168,0.0061162079510703364,0.963302752293578
6.0,0,0.030054644808743168,0.02185792349726776,0.9480874316939891
6.5,0,0.00819672131147541,0.02459016393442623,0.9672131147540983
6.7,0,0.028795811518324606,0.002617801047120419,0.9685863874345549
7.5,1,0.04748603351955307,0.008379888268156424,0.9441340782122905
4.0,0,0.03508771929824561,0.017543859649122806,0.9473684210526315
7.2,1,0.016778523489932886,0.0,0.9832214765100671
4.9,0,0.027472527472527472,0.024725274725274724,0.9478021978021978
4.5,0,0.02518891687657431,0.007556675062972292,0.9672544080604534
7.3,1,0.00904977375565611,0.006787330316742082,0.9841628959276018
6.9,0,0.03155339805825243,0.0024271844660194173,0.9660194174757282
7.0,1,0.02064896755162242,0.011799410029498525,0.967551622418879
8.3,1,0.031630170316301706,0.0072992700729927005,0.9610705596107056
7.8,1,0.02127659574468085,0.0060790273556231,0.9726443768996961
8.1,1,0.01936619718309859,0.01584507042253521,0.9647887323943662
7.0,1,0.0055248618784530384,0.0055248618784530384,0.988950276243094
8.2,1,0.026455026455026454,0.003527336860670194,0.9700176366843033
6.6,0,0.05660377358490566,0.0,0.9433962264150944
7.2,1,0.029411764705882353,0.008823529411764706,0.961764705882353
8.0,1,0.005319148936170213,0.005319148936170213,0.9893617021276596
6.2,0,0.03503184713375796,0.0031847133757961785,0.9617834394904459
8.5,1,0.002277904328018223,0.002277904328018223,0.9954441913439636
5.9,0,0.021447721179624665,0.010723860589812333,0.967828418230563
7.9,1,0.023923444976076555,0.004784688995215311,0.9712918660287081
7.4,1,0.013192612137203167,0.010554089709762533,0.9762532981530343
9.3,1,0.027982326951399118,0.011045655375552283,0.9609720176730486
6.0,0,0.017994858611825194,0.002570694087403599,0.9794344473007712
6.1,0,0.04096385542168675,0.007228915662650603,0.9518072289156626
8.0,1,0.019801980198019802,0.005940594059405941,0.9742574257425742
6.8,0,0.030042918454935622,0.0,0.9699570815450643
6.0,0,0.03294117647058824,0.01411764705882353,0.9529411764705882
8.6,1,0.01824817518248175,0.008211678832116789,0.9735401459854015
7.2,1,0.012448132780082987,0.002074688796680498,0.9854771784232366
5.7,0,0.02676864244741874,0.0076481835564053535,0.9655831739961759
9.5,1,0.01775147928994083,0.008284023668639054,0.9739644970414201
7.4,1,0.031914893617021274,0.00425531914893617,0.9638297872340426
7.6,1,0.02032520325203252,0.0040650406504065045,0.975609756097561
7.4,1,0.025495750708215296,0.0113314447592068,0.9631728045325779
7.5,1,0.025252525252525252,0.030303030303030304,0.9444444444444444
7.7,1,0.022113022113022112,0.019656019656019656,0.9582309582309583
5.1,0,0.025806451612903226,0.015053763440860216,0.9591397849462365
7.1,1,0.02132701421800948,0.011848341232227487,0.966824644549763
8.2,1,0.027257240204429302,0.0034071550255536627,0.969335604770017
6.9,0,0.02570093457943925,0.002336448598130841,0.9719626168224299
7.5,1,0.019021739130434784,0.008152173913043478,0.9728260869565217
6.2,0,0.013888888888888888,0.005555555555555556,0.9805555555555555
5.1,0,0.013513513513513514,0.01891891891891892,0.9675675675675676
7.3,1,0.004830917874396135,0.007246376811594203,0.9879227053140096
7.3,1,0.05714285714285714,0.0031746031746031746,0.9396825396825397
7.5,1,0.011799410029498525,0.0,0.9882005899705014
7.2,1,0.033860045146726865,0.004514672686230248,0.9616252821670429
9.0,1,0.016778523489932886,0.005592841163310962,0.9776286353467561
5.3,0,0.01634877384196185,0.010899182561307902,0.9727520435967303
8.1,1,0.012259194395796848,0.012259194395796848,0.9754816112084063
6.9,0,0.02092050209205021,0.016736401673640166,0.9623430962343096
6.7,0,0.013888888888888888,0.013888888888888888,0.9722222222222222
7.4,1,0.02247191011235955,0.003745318352059925,0.9737827715355806
5.3,0,0.02414486921529175,0.01609657947686117,0.959758551307847
5.8,0,0.02735562310030395,0.015197568389057751,0.9574468085106383
7.3,1,0.023622047244094488,0.0026246719160104987,0.973753280839895
5.5,0,0.01956521739130435,0.006521739130434782,0.9739130434782609
6.4,0,0.03374233128834356,0.009202453987730062,0.9570552147239264
7.1,1,0.01729106628242075,0.008645533141210375,0.9740634005763689
7.3,1,0.0036101083032490976,0.007220216606498195,0.9891696750902527
8.7,1,0.022222222222222223,0.0031746031746031746,0.9746031746031746
6.8,0,0.014613778705636743,0.008350730688935281,0.9770354906054279
7.0,1,0.02903225806451613,0.0032258064516129032,0.967741935483871
7.6,1,0.01726844583987441,0.018838304552590265,0.9638932496075353
8.3,1,0.027137042062415198,0.0203527815468114,0.9525101763907734
7.7,1,0.06776180698151951,0.007186858316221766,0.9250513347022588
7.7,1,0.020618556701030927,0.0,0.979381443298969
7.8,1,0.01662049861495845,0.024930747922437674,0.9584487534626038
7.2,1,0.0582010582010582,0.0,0.9417989417989417
8.5,1,0.027419354838709678,0.00967741935483871,0.9629032258064516
7.5,1,0.012048192771084338,0.009036144578313253,0.9789156626506024
8.3,1,0.02127659574468085,0.015957446808510637,0.9627659574468085
7.9,1,0.026755852842809364,0.016722408026755852,0.9565217391304348
9.2,1,0.01998262380538662,0.009556907037358819,0.9704604691572546
7.5,1,0.017937219730941704,0.002242152466367713,0.9798206278026906
7.4,1,0.02557544757033248,0.010230179028132993,0.9641943734015346
9.0,1,0.014705882352941176,0.0016339869281045752,0.9836601307189542
6.7,0,0.018604651162790697,0.002325581395348837,0.9790697674418605
9.0,1,0.015978695073235686,0.007989347536617843,0.9760319573901465
6.6,0,0.041237113402061855,0.006872852233676976,0.9518900343642611
6.9,0,0.010141987829614604,0.010141987829614604,0.9797160243407708
7.0,1,0.03523035230352303,0.01084010840108401,0.9539295392953929
8.7,1,0.022458628841607566,0.010638297872340425,0.966903073286052
6.7,0,0.003703703703703704,0.007407407407407408,0.9888888888888889
8.2,1,0.02071563088512241,0.011299435028248588,0.967984934086629
7.3,1,0.011467889908256881,0.009174311926605505,0.9793577981651376
7.6,1,0.033426183844011144,0.008356545961002786,0.958217270194986
6.9,0,0.025280898876404494,0.011235955056179775,0.9634831460674157
7.0,1,0.03048780487804878,0.006097560975609756,0.9634146341463414
7.3,1,0.04335260115606936,0.002890173410404624,0.953757225433526
6.6,0,0.03217821782178218,0.007425742574257425,0.9603960396039604
7.3,1,0.016853932584269662,0.0,0.9831460674157303
6.0,0,0.035,0.0,0.965
7.8,1,0.047058823529411764,0.0,0.9529411764705882
6.8,0,0.03403565640194489,0.004862236628849271,0.9611021069692058
8.5,1,0.021148036253776436,0.0075528700906344415,0.9712990936555891
7.4,1,0.02810304449648712,0.00234192037470726,0.9695550351288056
7.3,1,0.025295109612141653,0.02023608768971332,0.954468802698145
6.6,0,0.023728813559322035,0.010169491525423728,0.9661016949152542
9.4,1,0.018401380103507763,0.005750431282346176,0.975848188614146
7.4,1,0.02518891687657431,0.0025188916876574307,0.9722921914357683
7.7,1,0.01707317073170732,0.004878048780487805,0.9780487804878049
7.8,1,0.03547671840354767,0.004434589800443459,0.9600886917960089
6.8,0,0.021806853582554516,0.006230529595015576,0.9719626168224299
8.3,1,0.0311284046692607,0.007782101167315175,0.9610894941634242
6.3,0,0.01707317073170732,0.004878048780487805,0.9780487804878049
7.6,1,0.02284263959390863,0.005076142131979695,0.9720812182741116
7.7,1,0.022857142857142857,0.014285714285714285,0.9628571428571429
7.5,1,0.025487256371814093,0.004497751124437781,0.9700149925037481
6.1,0,0.01182033096926714,0.004728132387706856,0.983451536643026
7.1,1,0.02601156069364162,0.014450867052023121,0.9595375722543352
8.1,1,0.005964214711729622,0.0,0.9940357852882704
6.6,0,0.05325443786982249,0.005917159763313609,0.9408284023668639
7.4,1,0.03374233128834356,0.006134969325153374,0.9601226993865031
7.5,1,0.015,0.005,0.98
7.5,1,0.02830188679245283,0.007075471698113208,0.964622641509434
8.2,1,0.017735334242837655,0.009549795361527967,0.9727148703956344
7.5,1,0.02457002457002457,0.004914004914004914,0.9705159705159705
7.6,1,0.01646090534979424,0.00205761316872428,0.9814814814814815
7.0,1,0.051094890510948905,0.010948905109489052,0.9379562043795621
7.9,1,0.007168458781362007,0.010752688172043012,0.982078853046595
7.6,1,0.038348082595870206,0.0029498525073746312,0.9587020648967551
7.7,1,0.006153846153846154,0.0,0.9938461538461538
8.0,1,0.01507537688442211,0.01507537688442211,0.9698492462311558
10.0,1,0.02218430034129693,0.007679180887372013,0.9701365187713311
7.8,1,0.045714285714285714,0.005714285714285714,0.9485714285714286
8.9,1,0.013613861386138614,0.0049504950495049506,0.9814356435643564
7.0,1,0.011204481792717087,0.011204481792717087,0.9775910364145658
7.4,1,0.033707865168539325,0.011235955056179775,0.9550561797752809
8.0,1,0.03205128205128205,0.008547008547008548,0.9594017094017094
8.1,1,0.010968921389396709,0.010968921389396709,0.9780621572212066
7.1,1,0.016853932584269662,0.0028089887640449437,0.9803370786516854
7.6,1,0.015037593984962405,0.0,0.9849624060150376
8.4,1,0.020202020202020204,0.006060606060606061,0.9737373737373738
6.8,0,0.04827586206896552,0.004597701149425287,0.9471264367816092
7.7,1,0.015665796344647518,0.010443864229765013,0.9738903394255874
7.8,1,0.028268551236749116,0.0035335689045936395,0.9681978798586572
9.0,1,0.011093502377179081,0.012678288431061807,0.9762282091917591
9.2,1,0.04,0.004285714285714286,0.9557142857142857
7.4,1,0.01182033096926714,0.0070921985815602835,0.9810874704491725
7.1,1,0.0327455919395466,0.0025188916876574307,0.964735516372796
5.9,0,0.03140495867768595,0.01818181818181818,0.9504132231404959
9.1,1,0.022511848341232227,0.022511848341232227,0.9549763033175356
7.5,1,0.026455026455026454,0.0,0.9735449735449735
8.3,1,0.018518518518518517,0.0026455026455026454,0.9788359788359788
8.0,1,0.02018348623853211,0.003669724770642202,0.9761467889908257
4.6,0,0.014354066985645933,0.011961722488038277,0.9736842105263158
6.5,0,0.015053763440860216,0.004301075268817204,0.9806451612903225
7.5,1,0.022727272727272728,0.007575757575757576,0.9696969696969697
7.4,1,0.028037383177570093,0.009345794392523364,0.9626168224299065
9.4,1,0.014084507042253521,0.007746478873239437,0.9781690140845071
9.0,1,0.019522776572668113,0.006507592190889371,0.9739696312364425
7.0,1,0.015915119363395226,0.0,0.9840848806366048
4.4,0,0.03262955854126679,0.005758157389635317,0.9616122840690979
8.0,1,0.031141868512110725,0.0034602076124567475,0.9653979238754326
7.0,1,0.026143790849673203,0.00980392156862745,0.9640522875816994
8.1,1,0.02981029810298103,0.0027100271002710027,0.967479674796748
7.4,1,0.022292993630573247,0.0031847133757961785,0.9745222929936306
7.3,1,0.03319502074688797,0.006224066390041493,0.9605809128630706
7.2,1,0.013937282229965157,0.005226480836236934,0.980836236933798
8.2,1,0.019011406844106463,0.010139416983523447,0.9708491761723701
7.1,1,0.03009259259259259,0.009259259259259259,0.9606481481481481
6.8,0,0.00980392156862745,0.006535947712418301,0.9836601307189542
8.1,1,0.014953271028037384,0.009345794392523364,0.9757009345794393
7.0,1,0.025280898876404494,0.0028089887640449437,0.9719101123595506
8.1,1,0.02448210922787194,0.0,0.975517890772128
6.0,0,0.0299625468164794,0.011235955056179775,0.9588014981273408
7.9,1,0.03640256959314775,0.021413276231263382,0.9421841541755889
7.8,1,0.057057057057057055,0.006006006006006006,0.9369369369369369
5.3,0,0.025,0.00625,0.96875
7.2,1,0.013114754098360656,0.01639344262295082,0.9704918032786886
9.1,1,0.018018018018018018,0.007007007007007007,0.974974974974975
6.4,0,0.0176,0.008,0.9744
7.5,1,0.021505376344086023,0.007168458781362007,0.9713261648745519
7.8,1,0.010033444816053512,0.010033444816053512,0.979933110367893
6.2,0,0.011278195488721804,0.007518796992481203,0.981203007518797
8.8,1,0.025954198473282442,0.00916030534351145,0.9648854961832061
7.3,1,0.03,0.013333333333333334,0.9566666666666667
8.0,1,0.04065040650406504,0.01084010840108401,0.948509485094851
8.7,1,0.013192612137203167,0.005277044854881266,0.9815303430079155
8.5,1,0.01652892561983471,0.006887052341597796,0.9765840220385675
8.6,1,0.018867924528301886,0.00686106346483705,0.9742710120068611
6.6,0,0.02195121951219512,0.014634146341463415,0.9634146341463414
7.3,1,0.03117505995203837,0.002398081534772182,0.9664268585131894
2.0,0,0.017316017316017316,0.011544011544011544,0.9711399711399712
5.3,0,0.027896995708154508,0.006437768240343348,0.9656652360515021
5.6,0,0.01834862385321101,0.020642201834862386,0.9610091743119266
7.3,1,0.010169491525423728,0.010169491525423728,0.9796610169491525
8.0,1,0.025522041763341066,0.0069605568445475635,0.9675174013921114
6.8,0,0.028708133971291867,0.01674641148325359,0.9545454545454546
7.5,1,0.023529411764705882,0.0029411764705882353,0.9735294117647059
7.5,1,0.02491103202846975,0.0035587188612099642,0.9715302491103203
8.1,1,0.02564102564102564,0.01282051282051282,0.9615384615384616
6.5,0,0.0121580547112462,0.00911854103343465,0.9787234042553191
8.2,1,0.0267639902676399,0.0072992700729927005,0.9659367396593674
8.0,1,0.022099447513812154,0.0055248618784530384,0.9723756906077348
9.4,1,0.011799410029498525,0.011799410029498525,0.976401179941003
6.7,0,0.024242424242424242,0.00404040404040404,0.9717171717171718
